"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz","class"
495,"Male","Second/ Sophomore","+30","+90","Mobile phone","Mobile phone","3-6","1-3 ","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
496,"Male","Fourth/Senior","+30","70-79","I pad/ Tablet","I pad/ Tablet","1-3 ","3-6","Uncertain","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",1
497,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","1-3 ","9-12","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree",3
498,"Female","Third/Junior","18-24","60-69","Mobile phone","Other","+12","1-3 ","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Agree","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain	","Uncertain	","Uncertain	","Disagree","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain",2
499,"Male","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","9-12","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",3
500,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","6-9","9-12","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Disagree","Disagree","Uncertain","Disagree","Agree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree",2
501,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree	","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Uncertain","Agree",1
502,"Female","Fourth/Senior","18-24","80-89","Personal Computer","Mobile phone","1-3 ","6-9","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",1
503,"Male","First/Freshman","18-24","60-69","Mobile phone","Mobile phone","1-3 ","1-3 ","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
504,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","3-6","+12","Strongly Agree","Agree","Uncertain","Uncertain","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
505,"Female","Second/ Sophomore","18-24","70-79","Laptop","Laptop","3-6","6-9","Uncertain","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree",1
506,"Male","Fourth/Senior","25-30","80-89","Laptop","Mobile phone","1-3 ","3-6","Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Disagree","Uncertain	","Uncertain	","Disagree","Disagree","Uncertain","Strongly Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Agree","Uncertain","Agree",2
507,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","3-6","+12","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
508,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree	","Agree	","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Uncertain","Agree","Agree","Agree",1
509,"Female","Other","18-24","80-89","Other","Laptop","6-9","1-3 ","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree",1
510,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","3-6","6-9","Disagree","Agree","Uncertain","Uncertain","Strongly Agree","Disagree","Disagree","Agree","Uncertain","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree",3
511,"Female","Fourth/Senior","18-24","60-69","Other","Laptop","9-12","+12","Uncertain","Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Agree","Strongly Agree",1
512,"Female","First/Freshman","18-24","80-89","Laptop","Mobile phone","1-3 ","3-6","Uncertain","Strongly Agree","Uncertain","Disagree","Agree","Uncertain","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Agree","Strongly Agree","Disagree",1
513,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","6-9","9-12","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Disagree",3
514,"Female","Other","18-24","70-79","Laptop","Other","3-6","6-9","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Uncertain",1
515,"Female","Second/ Sophomore","18-24","80-89","Other","Mobile phone","3-6","9-12","Agree","Strongly Agree","Uncertain","Agree","Agree","Disagree","Uncertain","Agree","Uncertain","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
516,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","6-9","9-12","Uncertain","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Uncertain	","Uncertain	","Agree","Agree","Agree","Disagree","Disagree","Agree","Strongly Disagree","Strongly Agree","Strongly Disagree",2
517,"Female","Fourth/Senior","18-24","60-69","Mobile phone","Laptop","1-3 ","1-3 ","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
518,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","3-6","6-9","Agree","Agree","Uncertain","Uncertain","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
519,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","Uncertain","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Agree",3
520,"Male","Fourth/Senior","18-24","70-79","Laptop","Mobile phone","1-3 ","3-6","Uncertain","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Disagree",3
521,"Male","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Disagree","Disagree","Agree","Uncertain","Agree","Agree","Agree","Strongly Agree","Agree	","Agree	","Disagree","Agree	","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree",2
522,"Female","Fourth/Senior","18-24","+90","Mobile phone","Laptop","1-3 ","9-12","Strongly Disagree","Agree","Uncertain","Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree	","Uncertain	","Strongly Agree","Agree	","Agree","Agree","Agree","Uncertain","Agree","Agree","Strongly Agree","Strongly Agree","Disagree",3
523,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Uncertain	","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Strongly Agree","Agree",1
524,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","3-6","6-9","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
525,"Female","Fourth/Senior","25-30","+90","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",3
526,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","3-6","9-12","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain",3
527,"Female","Other","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",1
528,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","Uncertain","Strongly Agree","Agree","Uncertain","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
529,"Female","First/Freshman","18-24","+90","Laptop","Laptop","3-6","6-9","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
530,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","3-6","9-12","Uncertain","Agree","Uncertain","Uncertain","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",1
531,"Male","Fourth/Senior","18-24","80-89","Other","Mobile phone","3-6","1-3 ","Disagree","Strongly Agree","Agree","Strongly Disagree","Disagree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree	","Agree	","Uncertain	","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
532,"Male","Fourth/Senior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","Agree","Uncertain","Uncertain","Uncertain","Agree","Agree","Agree","Agree","Agree","Agree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
533,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Uncertain","Uncertain","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree",3
534,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","9-12","9-12","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
535,"Female","Third/Junior","18-24","80-89","I pad/ Tablet","Mobile phone","1-3 ","3-6","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Uncertain	","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",3
536,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","Agree","Strongly Agree","Uncertain","Agree","Agree","Strongly Disagree","Uncertain","Agree","Agree","Strongly Agree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Agree","Uncertain","Strongly Agree","Agree","Uncertain","Agree","Agree",2
537,"Female","First/Freshman","25-30","70-79","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
538,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Disagree","Strongly Disagree","Agree","Disagree","Uncertain","Uncertain","Agree","Agree","Agree","Agree","Strongly Disagree","Strongly Disagree","Agree	","Agree	","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree",2
539,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Agree","Uncertain","Strongly Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
